疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,数据来源,统计日期,更新时间
湿疹,2021,11,17867,475,13156,2.66,73.63,疾病监测系统,2021-11-01,2025-06-12 22:43:38
湿疹,2021,12,19814,642,15811,3.24,79.8,疾病监测系统,2021-12-01,2025-06-12 22:43:38
白内障,2021,1,9386,390,8056,4.16,85.83,疾病监测系统,2021-01-01,2025-06-12 22:43:38
白内障,2021,2,18315,805,15777,4.4,86.14,疾病监测系统,2021-02-01,2025-06-12 22:43:38
白内障,2021,3,35773,1387,33312,3.88,93.12,疾病监测系统,2021-03-01,2025-06-12 22:43:38
白内障,2021,4,13248,246,9695,1.86,73.18,疾病监测系统,2021-04-01,2025-06-12 22:43:38
白内障,2021,5,41903,2013,29474,4.8,70.34,疾病监测系统,2021-05-01,2025-06-12 22:43:38
白内障,2021,6,41733,1366,39411,3.27,94.44,疾病监测系统,2021-06-01,2025-06-12 22:43:38
白内障,2021,7,2884,89,2636,3.09,91.4,疾病监测系统,2021-07-01,2025-06-12 22:43:38
白内障,2021,8,31236,774,29591,2.48,94.73,疾病监测系统,2021-08-01,2025-06-12 22:43:38
白内障,2021,9,38184,476,32648,1.25,85.5,疾病监测系统,2021-09-01,2025-06-12 22:43:38
白内障,2021,10,10851,11,7626,0.1,70.28,疾病监测系统,2021-10-01,2025-06-12 22:43:38
白内障,2021,11,29567,1126,22688,3.81,76.73,疾病监测系统,2021-11-01,2025-06-12 22:43:38
白内障,2021,12,39293,1828,32132,4.65,81.78,疾病监测系统,2021-12-01,2025-06-12 22:43:38
青光眼,2021,1,45813,1130,33138,2.47,72.33,疾病监测系统,2021-01-01,2025-06-12 22:43:38
青光眼,2021,2,22883,286,17366,1.25,75.89,疾病监测系统,2021-02-01,2025-06-12 22:43:38
青光眼,2021,3,25160,865,18482,3.44,73.46,疾病监测系统,2021-03-01,2025-06-12 22:43:38
青光眼,2021,4,49037,1083,44993,2.21,91.75,疾病监测系统,2021-04-01,2025-06-12 22:43:38
青光眼,2021,5,40461,1318,31702,3.26,78.35,疾病监测系统,2021-05-01,2025-06-12 22:43:38
青光眼,2021,6,6578,298,6128,4.53,93.16,疾病监测系统,2021-06-01,2025-06-12 22:43:38
青光眼,2021,7,2298,101,1916,4.4,83.38,疾病监测系统,2021-07-01,2025-06-12 22:43:38
青光眼,2021,8,17027,198,12880,1.16,75.64,疾病监测系统,2021-08-01,2025-06-12 22:43:38
青光眼,2021,9,40644,150,37398,0.37,92.01,疾病监测系统,2021-09-01,2025-06-12 22:43:38
青光眼,2021,10,25929,698,21569,2.69,83.18,疾病监测系统,2021-10-01,2025-06-12 22:43:38
青光眼,2021,11,36138,507,28691,1.4,79.39,疾病监测系统,2021-11-01,2025-06-12 22:43:38
青光眼,2021,12,1293,23,1153,1.78,89.17,疾病监测系统,2021-12-01,2025-06-12 22:43:38
近视,2021,1,43069,1097,34327,2.55,79.7,疾病监测系统,2021-01-01,2025-06-12 22:43:38
近视,2021,2,30507,280,22766,0.92,74.63,疾病监测系统,2021-02-01,2025-06-12 22:43:38
近视,2021,3,43440,1116,37604,2.57,86.57,疾病监测系统,2021-03-01,2025-06-12 22:43:38
近视,2021,4,34171,834,32071,2.44,93.85,疾病监测系统,2021-04-01,2025-06-12 22:43:38
近视,2021,5,35317,1252,25600,3.55,72.49,疾病监测系统,2021-05-01,2025-06-12 22:43:38
近视,2021,6,5465,40,3966,0.73,72.57,疾病监测系统,2021-06-01,2025-06-12 22:43:38
近视,2021,7,1277,35,949,2.74,74.31,疾病监测系统,2021-07-01,2025-06-12 22:43:38
近视,2021,8,12983,121,10791,0.93,83.12,疾病监测系统,2021-08-01,2025-06-12 22:43:38
近视,2021,9,26341,285,20232,1.08,76.81,疾病监测系统,2021-09-01,2025-06-12 22:43:38
近视,2021,10,10613,480,9774,4.52,92.09,疾病监测系统,2021-10-01,2025-06-12 22:43:38
近视,2021,11,43729,628,38548,1.44,88.15,疾病监测系统,2021-11-01,2025-06-12 22:43:38
近视,2021,12,11088,156,9073,1.41,81.83,疾病监测系统,2021-12-01,2025-06-12 22:43:38
中耳炎,2021,1,9196,259,8141,2.82,88.53,疾病监测系统,2021-01-01,2025-06-12 22:43:38
中耳炎,2021,2,35776,1256,27026,3.51,75.54,疾病监测系统,2021-02-01,2025-06-12 22:43:38
中耳炎,2021,3,36743,1697,31138,4.62,84.75,疾病监测系统,2021-03-01,2025-06-12 22:43:38
中耳炎,2021,4,40582,828,35772,2.04,88.15,疾病监测系统,2021-04-01,2025-06-12 22:43:38
中耳炎,2021,5,49358,1025,45370,2.08,91.92,疾病监测系统,2021-05-01,2025-06-12 22:43:38
中耳炎,2021,6,11335,379,10200,3.34,89.99,疾病监测系统,2021-06-01,2025-06-12 22:43:38
中耳炎,2021,7,35767,1069,31107,2.99,86.97,疾病监测系统,2021-07-01,2025-06-12 22:43:38
中耳炎,2021,8,33191,1119,27823,3.37,83.83,疾病监测系统,2021-08-01,2025-06-12 22:43:38
中耳炎,2021,9,5022,164,4607,3.27,91.74,疾病监测系统,2021-09-01,2025-06-12 22:43:38
中耳炎,2021,10,7732,221,6806,2.86,88.02,疾病监测系统,2021-10-01,2025-06-12 22:43:38
中耳炎,2021,11,38398,374,28267,0.97,73.62,疾病监测系统,2021-11-01,2025-06-12 22:43:38
中耳炎,2021,12,17502,220,15405,1.26,88.02,疾病监测系统,2021-12-01,2025-06-12 22:43:38
胆结石,2021,1,33335,1407,28190,4.22,84.57,疾病监测系统,2021-01-01,2025-06-12 22:43:38
胆结石,2021,2,39644,446,35691,1.13,90.03,疾病监测系统,2021-02-01,2025-06-12 22:43:38
胆结石,2021,3,3434,94,2922,2.74,85.09,疾病监测系统,2021-03-01,2025-06-12 22:43:38
胆结石,2021,4,49326,395,40982,0.8,83.08,疾病监测系统,2021-04-01,2025-06-12 22:43:38
胆结石,2021,5,24732,1071,22635,4.33,91.52,疾病监测系统,2021-05-01,2025-06-12 22:43:38
胆结石,2021,6,6949,72,5460,1.04,78.57,疾病监测系统,2021-06-01,2025-06-12 22:43:38
胆结石,2021,7,46705,2002,42049,4.29,90.03,疾病监测系统,2021-07-01,2025-06-12 22:43:38
胆结石,2021,8,31595,1374,29252,4.35,92.58,疾病监测系统,2021-08-01,2025-06-12 22:43:38
胆结石,2021,9,8223,37,7460,0.45,90.72,疾病监测系统,2021-09-01,2025-06-12 22:43:38
胆结石,2021,10,1516,34,1221,2.24,80.54,疾病监测系统,2021-10-01,2025-06-12 22:43:38
胆结石,2021,11,41324,1878,31155,4.54,75.39,疾病监测系统,2021-11-01,2025-06-12 22:43:38
胆结石,2021,12,29455,1325,23062,4.5,78.3,疾病监测系统,2021-12-01,2025-06-12 22:43:38
肾结石,2021,1,25263,1105,19604,4.37,77.6,疾病监测系统,2021-01-01,2025-06-12 22:43:38
肾结石,2021,2,23495,694,22158,2.95,94.31,疾病监测系统,2021-02-01,2025-06-12 22:43:38
肾结石,2021,3,49251,1166,35972,2.37,73.04,疾病监测系统,2021-03-01,2025-06-12 22:43:38
肾结石,2021,4,28191,1062,26152,3.77,92.77,疾病监测系统,2021-04-01,2025-06-12 22:43:38
肾结石,2021,5,16257,635,14336,3.91,88.18,疾病监测系统,2021-05-01,2025-06-12 22:43:38
肾结石,2021,6,49238,1225,38866,2.49,78.93,疾病监测系统,2021-06-01,2025-06-12 22:43:38
肾结石,2021,7,42725,2010,33719,4.7,78.92,疾病监测系统,2021-07-01,2025-06-12 22:43:38
肾结石,2021,8,16325,57,13601,0.35,83.31,疾病监测系统,2021-08-01,2025-06-12 22:43:38
肾结石,2021,9,6946,284,6142,4.09,88.42,疾病监测系统,2021-09-01,2025-06-12 22:43:38
肾结石,2021,10,29459,1244,23748,4.22,80.61,疾病监测系统,2021-10-01,2025-06-12 22:43:38
肾结石,2021,11,23963,590,19716,2.46,82.28,疾病监测系统,2021-11-01,2025-06-12 22:43:38
肾结石,2021,12,31742,536,29826,1.69,93.96,疾病监测系统,2021-12-01,2025-06-12 22:43:38
高血压,2022,1,15801,330,11360,2.09,71.89,疾病监测系统,2022-01-01,2025-06-12 22:43:38
高血压,2022,2,46864,132,36087,0.28,77.0,疾病监测系统,2022-02-01,2025-06-12 22:43:38
高血压,2022,3,6876,316,5992,4.6,87.14,疾病监测系统,2022-03-01,2025-06-12 22:43:38
高血压,2022,4,46699,720,36166,1.54,77.44,疾病监测系统,2022-04-01,2025-06-12 22:43:38
高血压,2022,5,6127,114,4537,1.86,74.05,疾病监测系统,2022-05-01,2025-06-12 22:43:38
高血压,2022,6,15392,82,12793,0.53,83.11,疾病监测系统,2022-06-01,2025-06-12 22:43:38
高血压,2022,7,4452,67,3806,1.5,85.49,疾病监测系统,2022-07-01,2025-06-12 22:43:38
高血压,2022,8,3783,157,2793,4.15,73.83,疾病监测系统,2022-08-01,2025-06-12 22:43:38
高血压,2022,9,11175,149,8738,1.33,78.19,疾病监测系统,2022-09-01,2025-06-12 22:43:38
高血压,2022,10,13744,276,11268,2.01,81.98,疾病监测系统,2022-10-01,2025-06-12 22:43:38
高血压,2022,11,23949,840,19975,3.51,83.41,疾病监测系统,2022-11-01,2025-06-12 22:43:38
高血压,2022,12,45983,2292,34536,4.98,75.11,疾病监测系统,2022-12-01,2025-06-12 22:43:38
糖尿病,2022,1,15184,170,13336,1.12,87.83,疾病监测系统,2022-01-01,2025-06-12 22:43:38
糖尿病,2022,2,20888,292,15374,1.4,73.6,疾病监测系统,2022-02-01,2025-06-12 22:43:38
糖尿病,2022,3,28175,437,24612,1.55,87.35,疾病监测系统,2022-03-01,2025-06-12 22:43:38
糖尿病,2022,4,49392,637,46706,1.29,94.56,疾病监测系统,2022-04-01,2025-06-12 22:43:38
糖尿病,2022,5,40465,1377,36394,3.4,89.94,疾病监测系统,2022-05-01,2025-06-12 22:43:38
糖尿病,2022,6,19595,48,16023,0.24,81.77,疾病监测系统,2022-06-01,2025-06-12 22:43:38
糖尿病,2022,7,47727,1892,43953,3.96,92.09,疾病监测系统,2022-07-01,2025-06-12 22:43:38
糖尿病,2022,8,24687,971,21923,3.93,88.8,疾病监测系统,2022-08-01,2025-06-12 22:43:38
糖尿病,2022,9,37115,117,33283,0.32,89.68,疾病监测系统,2022-09-01,2025-06-12 22:43:38
糖尿病,2022,10,15771,333,13316,2.11,84.43,疾病监测系统,2022-10-01,2025-06-12 22:43:38
糖尿病,2022,11,10226,282,8756,2.76,85.62,疾病监测系统,2022-11-01,2025-06-12 22:43:38
糖尿病,2022,12,31933,3,29715,0.01,93.05,疾病监测系统,2022-12-01,2025-06-12 22:43:38
冠心病,2022,1,13987,81,10974,0.58,78.46,疾病监测系统,2022-01-01,2025-06-12 22:43:38
冠心病,2022,2,45640,1427,32984,3.13,72.27,疾病监测系统,2022-02-01,2025-06-12 22:43:38
冠心病,2022,3,36388,780,26409,2.14,72.58,疾病监测系统,2022-03-01,2025-06-12 22:43:38
冠心病,2022,4,20493,977,14844,4.77,72.43,疾病监测系统,2022-04-01,2025-06-12 22:43:38
冠心病,2022,5,30657,1448,23737,4.72,77.43,疾病监测系统,2022-05-01,2025-06-12 22:43:38
冠心病,2022,6,1369,62,1280,4.53,93.5,疾病监测系统,2022-06-01,2025-06-12 22:43:38
冠心病,2022,7,16113,564,11779,3.5,73.1,疾病监测系统,2022-07-01,2025-06-12 22:43:38
冠心病,2022,8,13473,421,12073,3.12,89.61,疾病监测系统,2022-08-01,2025-06-12 22:43:38
冠心病,2022,9,46482,335,37799,0.72,81.32,疾病监测系统,2022-09-01,2025-06-12 22:43:38
冠心病,2022,10,10926,61,9350,0.56,85.58,疾病监测系统,2022-10-01,2025-06-12 22:43:38
冠心病,2022,11,10480,169,8359,1.61,79.76,疾病监测系统,2022-11-01,2025-06-12 22:43:38
冠心病,2022,12,19431,679,16540,3.49,85.12,疾病监测系统,2022-12-01,2025-06-12 22:43:38
脑卒中,2022,1,21278,794,15290,3.73,71.86,疾病监测系统,2022-01-01,2025-06-12 22:43:38
脑卒中,2022,2,22391,537,19681,2.4,87.9,疾病监测系统,2022-02-01,2025-06-12 22:43:38
脑卒中,2022,3,41866,292,37688,0.7,90.02,疾病监测系统,2022-03-01,2025-06-12 22:43:38
脑卒中,2022,4,5673,282,4019,4.97,70.84,疾病监测系统,2022-04-01,2025-06-12 22:43:38
脑卒中,2022,5,36189,737,32058,2.04,88.58,疾病监测系统,2022-05-01,2025-06-12 22:43:38
脑卒中,2022,6,10838,337,8498,3.11,78.41,疾病监测系统,2022-06-01,2025-06-12 22:43:38
脑卒中,2022,7,11290,461,10602,4.08,93.91,疾病监测系统,2022-07-01,2025-06-12 22:43:38
脑卒中,2022,8,47458,1515,33931,3.19,71.5,疾病监测系统,2022-08-01,2025-06-12 22:43:38
脑卒中,2022,9,19373,103,17453,0.53,90.09,疾病监测系统,2022-09-01,2025-06-12 22:43:38
脑卒中,2022,10,13373,602,9952,4.5,74.42,疾病监测系统,2022-10-01,2025-06-12 22:43:38
脑卒中,2022,11,20579,170,18223,0.83,88.55,疾病监测系统,2022-11-01,2025-06-12 22:43:38
脑卒中,2022,12,41443,1163,31429,2.81,75.84,疾病监测系统,2022-12-01,2025-06-12 22:43:38
恶性肿瘤,2022,1,48408,1675,33885,3.46,70.0,疾病监测系统,2022-01-01,2025-06-12 22:43:38
恶性肿瘤,2022,2,28024,677,20029,2.42,71.47,疾病监测系统,2022-02-01,2025-06-12 22:43:38
恶性肿瘤,2022,3,15774,612,12824,3.88,81.3,疾病监测系统,2022-03-01,2025-06-12 22:43:38
恶性肿瘤,2022,4,24509,643,18622,2.62,75.98,疾病监测系统,2022-04-01,2025-06-12 22:43:38
恶性肿瘤,2022,5,19073,723,15825,3.79,82.97,疾病监测系统,2022-05-01,2025-06-12 22:43:38
恶性肿瘤,2022,6,8642,350,6736,4.05,77.94,疾病监测系统,2022-06-01,2025-06-12 22:43:38
恶性肿瘤,2022,7,9595,93,7431,0.97,77.45,疾病监测系统,2022-07-01,2025-06-12 22:43:38
恶性肿瘤,2022,8,18973,231,14740,1.22,77.69,疾病监测系统,2022-08-01,2025-06-12 22:43:38
恶性肿瘤,2022,9,22906,1109,20809,4.84,90.85,疾病监测系统,2022-09-01,2025-06-12 22:43:38
恶性肿瘤,2022,10,8350,171,6196,2.05,74.2,疾病监测系统,2022-10-01,2025-06-12 22:43:38
恶性肿瘤,2022,11,19217,445,14737,2.32,76.69,疾病监测系统,2022-11-01,2025-06-12 22:43:38
恶性肿瘤,2022,12,17120,331,15547,1.93,90.81,疾病监测系统,2022-12-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,1,46154,1523,36455,3.3,78.99,疾病监测系统,2022-01-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,2,37612,1689,31668,4.49,84.2,疾病监测系统,2022-02-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,3,42759,1542,36277,3.61,84.84,疾病监测系统,2022-03-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,4,46838,1274,44330,2.72,94.65,疾病监测系统,2022-04-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,5,35596,1288,31273,3.62,87.86,疾病监测系统,2022-05-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,6,41532,2036,32350,4.9,77.89,疾病监测系统,2022-06-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,7,49225,355,35093,0.72,71.29,疾病监测系统,2022-07-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,8,38711,1295,34765,3.35,89.81,疾病监测系统,2022-08-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,9,32246,100,24504,0.31,75.99,疾病监测系统,2022-09-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,10,30727,846,22371,2.75,72.81,疾病监测系统,2022-10-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,11,48814,1058,43045,2.17,88.18,疾病监测系统,2022-11-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2022,12,1910,60,1410,3.14,73.82,疾病监测系统,2022-12-01,2025-06-12 22:43:38
慢性肾病,2022,1,25453,812,18807,3.19,73.89,疾病监测系统,2022-01-01,2025-06-12 22:43:38
慢性肾病,2022,2,1927,30,1768,1.56,91.75,疾病监测系统,2022-02-01,2025-06-12 22:43:38
慢性肾病,2022,3,44467,843,33911,1.9,76.26,疾病监测系统,2022-03-01,2025-06-12 22:43:38
慢性肾病,2022,4,40123,147,36727,0.37,91.54,疾病监测系统,2022-04-01,2025-06-12 22:43:38
慢性肾病,2022,5,44280,268,31887,0.61,72.01,疾病监测系统,2022-05-01,2025-06-12 22:43:38
慢性肾病,2022,6,16594,397,12451,2.39,75.03,疾病监测系统,2022-06-01,2025-06-12 22:43:38
慢性肾病,2022,7,47455,1699,36883,3.58,77.72,疾病监测系统,2022-07-01,2025-06-12 22:43:38
慢性肾病,2022,8,37735,509,32339,1.35,85.7,疾病监测系统,2022-08-01,2025-06-12 22:43:38
慢性肾病,2022,9,27175,1240,25394,4.56,93.45,疾病监测系统,2022-09-01,2025-06-12 22:43:38
慢性肾病,2022,10,48830,1996,34940,4.09,71.55,疾病监测系统,2022-10-01,2025-06-12 22:43:38
慢性肾病,2022,11,34688,1570,28942,4.53,83.44,疾病监测系统,2022-11-01,2025-06-12 22:43:38
慢性肾病,2022,12,4204,82,3540,1.95,84.21,疾病监测系统,2022-12-01,2025-06-12 22:43:38
肝炎,2022,1,31779,419,24817,1.32,78.09,疾病监测系统,2022-01-01,2025-06-12 22:43:38
肝炎,2022,2,38462,8,31999,0.02,83.2,疾病监测系统,2022-02-01,2025-06-12 22:43:38
肝炎,2022,3,45603,1971,42178,4.32,92.49,疾病监测系统,2022-03-01,2025-06-12 22:43:38
肝炎,2022,4,39253,1750,36831,4.46,93.83,疾病监测系统,2022-04-01,2025-06-12 22:43:38
肝炎,2022,5,47744,361,38810,0.76,81.29,疾病监测系统,2022-05-01,2025-06-12 22:43:38
肝炎,2022,6,33617,1167,23606,3.47,70.22,疾病监测系统,2022-06-01,2025-06-12 22:43:38
肝炎,2022,7,27921,50,23724,0.18,84.97,疾病监测系统,2022-07-01,2025-06-12 22:43:38
肝炎,2022,8,38892,1437,30425,3.69,78.23,疾病监测系统,2022-08-01,2025-06-12 22:43:38
肝炎,2022,9,38380,1026,35788,2.67,93.25,疾病监测系统,2022-09-01,2025-06-12 22:43:38
肝炎,2022,10,14500,356,13230,2.46,91.24,疾病监测系统,2022-10-01,2025-06-12 22:43:38
肝炎,2022,11,16030,89,15044,0.56,93.85,疾病监测系统,2022-11-01,2025-06-12 22:43:38
肝炎,2022,12,48386,1933,39749,3.99,82.15,疾病监测系统,2022-12-01,2025-06-12 22:43:38
肺炎,2022,1,16232,358,14010,2.21,86.31,疾病监测系统,2022-01-01,2025-06-12 22:43:38
肺炎,2022,2,47698,751,41883,1.57,87.81,疾病监测系统,2022-02-01,2025-06-12 22:43:38
肺炎,2022,3,47607,876,43863,1.84,92.14,疾病监测系统,2022-03-01,2025-06-12 22:43:38
肺炎,2022,4,16590,210,15722,1.27,94.77,疾病监测系统,2022-04-01,2025-06-12 22:43:38
肺炎,2022,5,28699,369,24337,1.29,84.8,疾病监测系统,2022-05-01,2025-06-12 22:43:38
肺炎,2022,6,41061,733,34781,1.79,84.71,疾病监测系统,2022-06-01,2025-06-12 22:43:38
肺炎,2022,7,42014,1788,30291,4.26,72.1,疾病监测系统,2022-07-01,2025-06-12 22:43:38
肺炎,2022,8,7744,174,5595,2.25,72.25,疾病监测系统,2022-08-01,2025-06-12 22:43:38
肺炎,2022,9,26610,1018,21110,3.83,79.33,疾病监测系统,2022-09-01,2025-06-12 22:43:38
肺炎,2022,10,34082,100,26111,0.29,76.61,疾病监测系统,2022-10-01,2025-06-12 22:43:38
肺炎,2022,11,17044,353,13368,2.07,78.43,疾病监测系统,2022-11-01,2025-06-12 22:43:38
肺炎,2022,12,42555,2084,33806,4.9,79.44,疾病监测系统,2022-12-01,2025-06-12 22:43:38
胃炎,2022,1,46432,1745,41988,3.76,90.43,疾病监测系统,2022-01-01,2025-06-12 22:43:38
胃炎,2022,2,29250,542,21050,1.85,71.97,疾病监测系统,2022-02-01,2025-06-12 22:43:38
胃炎,2022,3,6788,9,5639,0.13,83.07,疾病监测系统,2022-03-01,2025-06-12 22:43:38
胃炎,2022,4,20553,963,15125,4.69,73.59,疾病监测系统,2022-04-01,2025-06-12 22:43:38
胃炎,2022,5,4443,169,3651,3.8,82.17,疾病监测系统,2022-05-01,2025-06-12 22:43:38
胃炎,2022,6,1981,96,1827,4.85,92.23,疾病监测系统,2022-06-01,2025-06-12 22:43:38
胃炎,2022,7,37811,1592,32916,4.21,87.05,疾病监测系统,2022-07-01,2025-06-12 22:43:38
胃炎,2022,8,4590,147,3719,3.2,81.02,疾病监测系统,2022-08-01,2025-06-12 22:43:38
胃炎,2022,9,22508,133,20265,0.59,90.03,疾病监测系统,2022-09-01,2025-06-12 22:43:38
胃炎,2022,10,26072,340,20930,1.3,80.28,疾病监测系统,2022-10-01,2025-06-12 22:43:38
胃炎,2022,11,40566,1095,31037,2.7,76.51,疾病监测系统,2022-11-01,2025-06-12 22:43:38
胃炎,2022,12,46713,39,40047,0.08,85.73,疾病监测系统,2022-12-01,2025-06-12 22:43:38
关节炎,2022,1,37304,21,34438,0.06,92.32,疾病监测系统,2022-01-01,2025-06-12 22:43:38
关节炎,2022,2,46750,1863,34073,3.99,72.88,疾病监测系统,2022-02-01,2025-06-12 22:43:38
关节炎,2022,3,43356,274,32894,0.63,75.87,疾病监测系统,2022-03-01,2025-06-12 22:43:38
关节炎,2022,4,42790,153,39390,0.36,92.05,疾病监测系统,2022-04-01,2025-06-12 22:43:38
关节炎,2022,5,35727,1740,25158,4.87,70.42,疾病监测系统,2022-05-01,2025-06-12 22:43:38
关节炎,2022,6,24410,153,17473,0.63,71.58,疾病监测系统,2022-06-01,2025-06-12 22:43:38
关节炎,2022,7,25558,1221,20762,4.78,81.23,疾病监测系统,2022-07-01,2025-06-12 22:43:38
关节炎,2022,8,1002,25,830,2.5,82.83,疾病监测系统,2022-08-01,2025-06-12 22:43:38
关节炎,2022,9,14861,298,11989,2.01,80.67,疾病监测系统,2022-09-01,2025-06-12 22:43:38
关节炎,2022,10,30283,910,25709,3.0,84.9,疾病监测系统,2022-10-01,2025-06-12 22:43:38
关节炎,2022,11,37624,1438,26353,3.82,70.04,疾病监测系统,2022-11-01,2025-06-12 22:43:38
关节炎,2022,12,49739,2138,35782,4.3,71.94,疾病监测系统,2022-12-01,2025-06-12 22:43:38
骨质疏松,2022,1,5351,264,4744,4.93,88.66,疾病监测系统,2022-01-01,2025-06-12 22:43:38
骨质疏松,2022,2,47999,349,34135,0.73,71.12,疾病监测系统,2022-02-01,2025-06-12 22:43:38
骨质疏松,2022,3,40481,735,34152,1.82,84.37,疾病监测系统,2022-03-01,2025-06-12 22:43:38
骨质疏松,2022,4,2760,19,2469,0.69,89.46,疾病监测系统,2022-04-01,2025-06-12 22:43:38
骨质疏松,2022,5,5137,117,4784,2.28,93.13,疾病监测系统,2022-05-01,2025-06-12 22:43:38
骨质疏松,2022,6,42947,405,30400,0.94,70.78,疾病监测系统,2022-06-01,2025-06-12 22:43:38
骨质疏松,2022,7,29790,745,23087,2.5,77.5,疾病监测系统,2022-07-01,2025-06-12 22:43:38
骨质疏松,2022,8,3832,96,2951,2.51,77.01,疾病监测系统,2022-08-01,2025-06-12 22:43:38
骨质疏松,2022,9,15555,717,11300,4.61,72.65,疾病监测系统,2022-09-01,2025-06-12 22:43:38
骨质疏松,2022,10,34411,281,24863,0.82,72.25,疾病监测系统,2022-10-01,2025-06-12 22:43:38
骨质疏松,2022,11,38268,1763,34722,4.61,90.73,疾病监测系统,2022-11-01,2025-06-12 22:43:38
骨质疏松,2022,12,26781,101,22001,0.38,82.15,疾病监测系统,2022-12-01,2025-06-12 22:43:38
抑郁症,2022,1,22739,399,16536,1.75,72.72,疾病监测系统,2022-01-01,2025-06-12 22:43:38
抑郁症,2022,2,41865,1135,38401,2.71,91.73,疾病监测系统,2022-02-01,2025-06-12 22:43:38
抑郁症,2022,3,13126,123,11341,0.94,86.4,疾病监测系统,2022-03-01,2025-06-12 22:43:38
抑郁症,2022,4,29753,1106,24124,3.72,81.08,疾病监测系统,2022-04-01,2025-06-12 22:43:38
抑郁症,2022,5,17356,592,14931,3.41,86.03,疾病监测系统,2022-05-01,2025-06-12 22:43:38
抑郁症,2022,6,42193,1186,35549,2.81,84.25,疾病监测系统,2022-06-01,2025-06-12 22:43:38
抑郁症,2022,7,16427,87,12099,0.53,73.65,疾病监测系统,2022-07-01,2025-06-12 22:43:38
抑郁症,2022,8,12181,270,9432,2.22,77.43,疾病监测系统,2022-08-01,2025-06-12 22:43:38
抑郁症,2022,9,10155,313,8463,3.08,83.34,疾病监测系统,2022-09-01,2025-06-12 22:43:38
抑郁症,2022,10,30726,468,26094,1.52,84.92,疾病监测系统,2022-10-01,2025-06-12 22:43:38
抑郁症,2022,11,33341,449,29874,1.35,89.6,疾病监测系统,2022-11-01,2025-06-12 22:43:38
抑郁症,2022,12,41307,150,36883,0.36,89.29,疾病监测系统,2022-12-01,2025-06-12 22:43:38
焦虑症,2022,1,27623,137,21942,0.5,79.43,疾病监测系统,2022-01-01,2025-06-12 22:43:38
焦虑症,2022,2,13331,11,10098,0.08,75.75,疾病监测系统,2022-02-01,2025-06-12 22:43:38
焦虑症,2022,3,36033,1151,33016,3.19,91.63,疾病监测系统,2022-03-01,2025-06-12 22:43:38
焦虑症,2022,4,33385,1359,27496,4.07,82.36,疾病监测系统,2022-04-01,2025-06-12 22:43:38
焦虑症,2022,5,7439,307,6373,4.13,85.67,疾病监测系统,2022-05-01,2025-06-12 22:43:38
焦虑症,2022,6,19520,19,14574,0.1,74.66,疾病监测系统,2022-06-01,2025-06-12 22:43:38
焦虑症,2022,7,14599,462,11205,3.16,76.75,疾病监测系统,2022-07-01,2025-06-12 22:43:38
焦虑症,2022,8,27466,830,24181,3.02,88.04,疾病监测系统,2022-08-01,2025-06-12 22:43:38
焦虑症,2022,9,26355,859,20458,3.26,77.62,疾病监测系统,2022-09-01,2025-06-12 22:43:38
焦虑症,2022,10,38816,938,36494,2.42,94.02,疾病监测系统,2022-10-01,2025-06-12 22:43:38
焦虑症,2022,11,5468,61,5075,1.12,92.81,疾病监测系统,2022-11-01,2025-06-12 22:43:38
焦虑症,2022,12,36743,1674,30295,4.56,82.45,疾病监测系统,2022-12-01,2025-06-12 22:43:38
失眠症,2022,1,9338,184,7973,1.97,85.38,疾病监测系统,2022-01-01,2025-06-12 22:43:38
失眠症,2022,2,5238,34,3685,0.65,70.35,疾病监测系统,2022-02-01,2025-06-12 22:43:38
失眠症,2022,3,3408,26,3038,0.76,89.14,疾病监测系统,2022-03-01,2025-06-12 22:43:38
失眠症,2022,4,36441,1745,33683,4.79,92.43,疾病监测系统,2022-04-01,2025-06-12 22:43:38
失眠症,2022,5,41038,88,37398,0.21,91.13,疾病监测系统,2022-05-01,2025-06-12 22:43:38
失眠症,2022,6,28651,624,23956,2.18,83.61,疾病监测系统,2022-06-01,2025-06-12 22:43:38
失眠症,2022,7,1159,19,1026,1.64,88.52,疾病监测系统,2022-07-01,2025-06-12 22:43:38
失眠症,2022,8,39729,1813,30928,4.56,77.85,疾病监测系统,2022-08-01,2025-06-12 22:43:38
失眠症,2022,9,1819,25,1611,1.37,88.57,疾病监测系统,2022-09-01,2025-06-12 22:43:38
失眠症,2022,10,46117,692,32540,1.5,70.56,疾病监测系统,2022-10-01,2025-06-12 22:43:38
