医院名称,医院等级,医院类型,床位数,地址,电话,省份,建立时间,员工数量,年门诊量,数据来源,更新时间,疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,统计日期,政策标题,文号,发布日期,政策类型,发布部门,实施日期,政策级别,适用范围,研究标题,研究领域,研究类型,发表期刊,发表年份,发表月份,影响因子,样本量,研究机构,第一作者,通讯作者,基金支持,关键词
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2023.0,7.0,40312.0,857.0,29376.0,2.13,72.87,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2023.0,8.0,18878.0,253.0,13593.0,1.34,72.0,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2023.0,9.0,7209.0,328.0,6677.0,4.55,92.62,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2023.0,10.0,29606.0,548.0,21982.0,1.85,74.25,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2023.0,11.0,11976.0,59.0,9350.0,0.49,78.07,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2023.0,12.0,29005.0,82.0,24344.0,0.28,83.93,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,1.0,32426.0,202.0,24471.0,0.62,75.47,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,2.0,39097.0,1128.0,34443.0,2.89,88.1,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,3.0,27343.0,282.0,21109.0,1.03,77.2,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,4.0,41854.0,28.0,39058.0,0.07,93.32,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,5.0,27088.0,978.0,21392.0,3.61,78.97,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,6.0,14489.0,83.0,10640.0,0.57,73.44,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,7.0,16631.0,53.0,13207.0,0.32,79.41,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,8.0,49441.0,1723.0,36845.0,3.48,74.52,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,9.0,8460.0,389.0,7520.0,4.6,88.89,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,10.0,30229.0,288.0,25066.0,0.95,82.92,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,11.0,25160.0,688.0,17962.0,2.73,71.39,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,抑郁症,2023.0,12.0,17588.0,536.0,16679.0,3.05,94.83,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,1.0,34017.0,1331.0,27963.0,3.91,82.2,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,2.0,30583.0,873.0,27377.0,2.85,89.52,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,3.0,1801.0,11.0,1630.0,0.61,90.51,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,4.0,46277.0,2312.0,41878.0,5.0,90.49,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,5.0,29713.0,431.0,24798.0,1.45,83.46,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,6.0,9313.0,99.0,7656.0,1.06,82.21,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,7.0,37212.0,340.0,26301.0,0.91,70.68,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,8.0,34208.0,1126.0,29271.0,3.29,85.57,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,9.0,17442.0,813.0,16074.0,4.66,92.16,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,10.0,46100.0,1628.0,38462.0,3.53,83.43,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,11.0,37892.0,300.0,27643.0,0.79,72.95,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,焦虑症,2023.0,12.0,11132.0,2.0,9349.0,0.02,83.98,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,1.0,49670.0,753.0,42976.0,1.52,86.52,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,2.0,23397.0,230.0,19249.0,0.98,82.27,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,3.0,13497.0,656.0,10874.0,4.86,80.57,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,4.0,28920.0,912.0,24819.0,3.15,85.82,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,5.0,38652.0,1015.0,31635.0,2.63,81.85,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,6.0,4724.0,70.0,4050.0,1.48,85.73,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,7.0,25550.0,114.0,23143.0,0.45,90.58,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,8.0,20132.0,951.0,17128.0,4.72,85.08,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,9.0,28172.0,175.0,23391.0,0.62,83.03,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,10.0,27983.0,497.0,20689.0,1.78,73.93,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,11.0,29794.0,1349.0,26596.0,4.53,89.27,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,失眠症,2023.0,12.0,42512.0,725.0,32820.0,1.71,77.2,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,1.0,36364.0,1397.0,28405.0,3.84,78.11,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,2.0,12084.0,106.0,9209.0,0.88,76.21,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,3.0,37092.0,1278.0,27553.0,3.45,74.28,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,4.0,10965.0,461.0,7987.0,4.2,72.84,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,5.0,35192.0,1258.0,30977.0,3.57,88.02,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,6.0,42096.0,1633.0,36265.0,3.88,86.15,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,7.0,25379.0,1161.0,22222.0,4.57,87.56,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,8.0,15826.0,655.0,14035.0,4.14,88.68,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,9.0,32663.0,1163.0,26153.0,3.56,80.07,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,10.0,35876.0,30.0,32579.0,0.08,90.81,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,11.0,13781.0,481.0,11390.0,3.49,82.65,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,哮喘,2023.0,12.0,45953.0,747.0,40043.0,1.63,87.14,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,1.0,12788.0,268.0,10373.0,2.1,81.12,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,2.0,12435.0,22.0,11066.0,0.18,88.99,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,3.0,29628.0,406.0,23553.0,1.37,79.5,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,4.0,47557.0,190.0,41553.0,0.4,87.38,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,5.0,49337.0,703.0,39727.0,1.42,80.52,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,6.0,32130.0,26.0,25730.0,0.08,80.08,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,7.0,33505.0,486.0,29305.0,1.45,87.46,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,8.0,5475.0,34.0,4616.0,0.62,84.31,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,9.0,24375.0,601.0,18092.0,2.47,74.22,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,10.0,37630.0,1234.0,27036.0,3.28,71.85,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,11.0,26918.0,1301.0,21042.0,4.83,78.17,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,过敏性鼻炎,2023.0,12.0,17622.0,483.0,16728.0,2.74,94.93,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,1.0,32588.0,219.0,26760.0,0.67,82.12,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,2.0,6858.0,72.0,6117.0,1.05,89.2,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,3.0,27198.0,133.0,20174.0,0.49,74.17,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,4.0,41190.0,1605.0,36128.0,3.9,87.71,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,5.0,37627.0,119.0,29997.0,0.32,79.72,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,6.0,44439.0,1792.0,35495.0,4.03,79.87,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,7.0,15925.0,27.0,13670.0,0.17,85.84,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,8.0,24563.0,170.0,20696.0,0.69,84.26,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,9.0,36464.0,866.0,31476.0,2.37,86.32,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,10.0,1631.0,10.0,1530.0,0.61,93.81,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,11.0,22906.0,61.0,18165.0,0.27,79.3,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,湿疹,2023.0,12.0,26076.0,1054.0,20122.0,4.04,77.17,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,1.0,12205.0,497.0,11109.0,4.07,91.02,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,2.0,20889.0,987.0,16989.0,4.72,81.33,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,3.0,47352.0,1204.0,35634.0,2.54,75.25,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,4.0,13604.0,164.0,11675.0,1.21,85.82,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,5.0,17337.0,312.0,15554.0,1.8,89.72,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,6.0,29025.0,70.0,22782.0,0.24,78.49,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,7.0,25717.0,987.0,22929.0,3.84,89.16,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,8.0,13019.0,642.0,9736.0,4.93,74.78,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,9.0,29696.0,1308.0,25520.0,4.4,85.94,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,10.0,30056.0,714.0,24516.0,2.38,81.57,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,11.0,7750.0,170.0,7309.0,2.19,94.31,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,白内障,2023.0,12.0,7209.0,53.0,5316.0,0.74,73.74,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,1.0,40168.0,1228.0,28289.0,3.06,70.43,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,2.0,10954.0,296.0,8034.0,2.7,73.34,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,3.0,8691.0,282.0,7422.0,3.24,85.4,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,4.0,29407.0,1241.0,21020.0,4.22,71.48,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,5.0,41541.0,1704.0,37442.0,4.1,90.13,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,6.0,15313.0,607.0,12117.0,3.96,79.13,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,7.0,4312.0,125.0,4078.0,2.9,94.57,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,8.0,2312.0,97.0,1791.0,4.2,77.47,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,9.0,20702.0,348.0,17765.0,1.68,85.81,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,10.0,1270.0,13.0,1085.0,1.02,85.43,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,11.0,43705.0,1726.0,31493.0,3.95,72.06,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2023.0,12.0,31555.0,508.0,26646.0,1.61,84.44,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,1.0,5507.0,13.0,4769.0,0.24,86.6,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,2.0,10310.0,16.0,8247.0,0.16,79.99,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,3.0,39073.0,1890.0,36700.0,4.84,93.93,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,4.0,29174.0,1266.0,20576.0,4.34,70.53,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,5.0,5722.0,182.0,4792.0,3.18,83.75,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,6.0,46033.0,89.0,38595.0,0.19,83.84,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,7.0,32044.0,1082.0,28213.0,3.38,88.04,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,8.0,6759.0,72.0,4867.0,1.07,72.01,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,9.0,40916.0,924.0,34214.0,2.26,83.62,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,10.0,3399.0,31.0,2738.0,0.91,80.55,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,11.0,21273.0,486.0,17994.0,2.28,84.59,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2023.0,12.0,37198.0,332.0,34604.0,0.89,93.03,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,1.0,4517.0,201.0,3886.0,4.45,86.03,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,2.0,41625.0,1230.0,39312.0,2.95,94.44,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,3.0,2421.0,44.0,1928.0,1.82,79.64,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,4.0,34225.0,799.0,30195.0,2.33,88.22,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,5.0,40540.0,1203.0,35603.0,2.97,87.82,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,6.0,18342.0,104.0,16160.0,0.57,88.1,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,7.0,45449.0,1707.0,39345.0,3.76,86.57,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,8.0,17789.0,302.0,16443.0,1.7,92.43,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,9.0,29839.0,1271.0,25206.0,4.26,84.47,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,10.0,21856.0,547.0,17354.0,2.5,79.4,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,11.0,19760.0,675.0,16882.0,3.42,85.44,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2023.0,12.0,27465.0,358.0,22701.0,1.3,82.65,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,1.0,5884.0,230.0,4907.0,3.91,83.4,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,2.0,26638.0,137.0,21440.0,0.51,80.49,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,3.0,27637.0,1192.0,25234.0,4.31,91.31,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,4.0,43832.0,2081.0,37312.0,4.75,85.13,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,5.0,21322.0,1014.0,19037.0,4.76,89.28,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,6.0,38378.0,641.0,27420.0,1.67,71.45,2023-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,7.0,35422.0,495.0,31332.0,1.4,88.45,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,8.0,14966.0,556.0,12110.0,3.72,80.92,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,9.0,11795.0,163.0,9432.0,1.38,79.97,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,10.0,31181.0,1167.0,27445.0,3.74,88.02,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,11.0,8449.0,204.0,7040.0,2.41,83.32,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2023.0,12.0,48822.0,2102.0,41346.0,4.31,84.69,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,1.0,10375.0,212.0,9598.0,2.04,92.51,2023-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,2.0,24885.0,1137.0,20205.0,4.57,81.19,2023-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,3.0,34721.0,220.0,26086.0,0.63,75.13,2023-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,4.0,42694.0,1343.0,32992.0,3.15,77.28,2023-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,5.0,22920.0,101.0,17876.0,0.44,77.99,2023-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,6.0,6843.0,113.0,4944.0,1.65,72.25,2023-06-01,,,,,,,,,,,,,,,,,,,,,
